Serial Number,Number Series,Pre,Post,Device Type ,Device Model,Product Number,Product description,Start Date,Lease Maturity Date,Location
GFUS001066TL,001066,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001067TL,001067,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001068TL,001068,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001069TL,001069,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001070TL,001070,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001071TL,001071,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001072TL,001072,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001073TL,001073,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001074TL,001074,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001075TL,001075,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001076TL,001076,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001077TL,001077,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001078TL,001078,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001079TL,001079,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001080TL,001080,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001081TL,001081,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001082TL,001082,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001083TL,001083,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001084TL,001084,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001085TL,001085,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001086TL,001086,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001087TL,001087,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001088TL,001088,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001089TL,001089,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001090TL,001090,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001091TL,001091,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001092TL,001092,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001093TL,001093,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001094TL,001094,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001095TL,001095,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001096TL,001096,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001097TL,001097,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001098TL,001098,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001099TL,001099,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001100TL,001100,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001101TL,001101,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001102TL,001102,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001103TL,001103,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001104TL,001104,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001105TL,001105,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001106TL,001106,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001107TL,001107,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001108TL,001108,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001109TL,001109,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001110TL,001110,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001111TL,001111,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001112TL,001112,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001113TL,001113,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001114TL,001114,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001115TL,001115,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001116TL,001116,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001117TL,001117,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001118TL,001118,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001119TL,001119,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001120TL,001120,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001121TL,001121,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001122TL,001122,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001123TL,001123,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001124TL,001124,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001125TL,001125,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001126TL,001126,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001127TL,001127,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001128TL,001128,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001129TL,001129,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001130TL,001130,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001131TL,001131,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001132TL,001132,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001133TL,001133,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001134TL,001134,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001135TL,001135,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001136TL,001136,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001137TL,001137,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001138TL,001138,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001139TL,001139,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001140TL,001140,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001141TL,001141,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001142TL,001142,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001143TL,001143,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001144TL,001144,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001145TL,001145,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001146TL,001146,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001147TL,001147,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001148TL,001148,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001149TL,001149,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001150TL,001150,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001151TL,001151,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001152TL,001152,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001153TL,001153,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001154TL,001154,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001155TL,001155,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001156TL,001156,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001157TL,001157,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001158TL,001158,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001159TL,001159,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001160TL,001160,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001161TL,001161,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001162TL,001162,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001163TL,001163,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001164TL,001164,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001165TL,001165,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001166TL,001166,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001167TL,001167,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001168TL,001168,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001169TL,001169,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001170TL,001170,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001171TL,001171,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001172TL,001172,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001173TL,001173,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001174TL,001174,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001175TL,001175,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001176TL,001176,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001177TL,001177,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001178TL,001178,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001179TL,001179,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001180TL,001180,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001181TL,001181,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001182TL,001182,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001183TL,001183,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001184TL,001184,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001185TL,001185,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001186TL,001186,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001187TL,001187,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001188TL,001188,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001189TL,001189,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001190TL,001190,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001191TL,001191,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Malta
GFUS001192TL,001192,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001193TL,001193,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001194TL,001194,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001195TL,001195,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001196TL,001196,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001197TL,001197,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001198TL,001198,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001199TL,001199,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001200TL,001200,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001201TL,001201,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001202TL,001202,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001203TL,001203,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001204TL,001204,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001205TL,001205,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001206TL,001206,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001207TL,001207,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001208TL,001208,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001209TL,001209,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001210TL,001210,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001211TL,001211,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001212TL,001212,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001213TL,001213,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001214TL,001214,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001215TL,001215,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001216TL,001216,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001217TL,001217,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001218TL,001218,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001219TL,001219,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001220TL,001220,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001221TL,001221,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001222TL,001222,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001223TL,001223,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001224TL,001224,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001225TL,001225,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001226TL,001226,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001227TL,001227,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001228TL,001228,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001229TL,001229,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001230TL,001230,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001231TL,001231,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001232TL,001232,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001233TL,001233,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001234TL,001234,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001235TL,001235,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001236TL,001236,GFUS,TL,Peripherals,TopLoadBag,2SC66AA,HP 15.6 Business Top Load,2/1/2022,1/31/2025,Santa Clara
GFUS001237TL,001237,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001238TL,001238,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001239TL,001239,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Burlington
GFUS001240TL,001240,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001241TL,001241,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001242TL,001242,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001243TL,001243,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001244TL,001244,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001245TL,001245,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001246TL,001246,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001247TL,001247,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
GFUS001248TL,001248,GFUS,TL,Peripherals,TopLoadBag,1X645AA,HP Prelude Pro Recycle Top Load,2/1/2022,1/31/2025,Hopewell Junction
